ID=Eam702_002974;	2060
ID=Eam702_002978;	0
ID=Eam702_002982;	0
ID=Eam702_003125;	14416
ID=Eam702_003128;	12450
ID=Eam702_003132;	10579
ID=Eam702_003136;	8781
ID=Eam702_003140;	6521
ID=Eam702_003145;	4767
ID=Eam702_003152;	0
ID=Eam702_003155;	0
ID=Eam702_003159;	0
ID=Eam702_003322;	8679
ID=Eam702_003328;	11388
ID=Eam702_003332;	14471
ID=Eam702_003336;	19270
ID=Eam702_003340;	22481
ID=Eam702_003344;	24786
ID=Eam702_003347;	26804
ID=Eam702_003349;	28167
ID=Eam702_003352;	29549
ID=Eam702_003354;	30897
ID=Eam702_003357;	33530
ID=Eam702_003362;	38700
ID=Eam702_003367;	44090
ID=Eam702_003370;	46587
ID=Eam702_003371;	46784
ID=Eam702_003374;	43176
ID=Eam702_003377;	39591
ID=Eam702_003379;	37529
ID=Eam702_003380;	34306
ID=Eam702_003384;	29277
ID=Eam702_003387;	25082
ID=Eam702_003390;	21167
ID=Eam702_003392;	19672
ID=Eam702_003394;	17081
ID=Eam702_003396;	14849
ID=Eam702_003397;	13243
ID=Eam702_003402;	8758
ID=Eam702_003406;	7285
ID=Eam702_003408;	6569
ID=Eam702_003410;	4898
ID=Eam702_003412;	2656
ID=Eam702_003413;	0
ID=Eam702_003415;	0
ID=Eam702_003478;	5927
ID=Eam702_003479;	6808
ID=Eam702_003481;	7786
ID=Eam702_003483;	9173
ID=Eam702_003487;	12555
ID=Eam702_003492;	15125
ID=Eam702_003496;	17672
ID=Eam702_003504;	27734
ID=Eam702_003508;	31263
ID=Eam702_003510;	32469
ID=Eam702_003515;	30214
ID=Eam702_003520;	28346
ID=Eam702_003524;	25977
ID=Eam702_003527;	23787
ID=Eam702_003531;	19340
ID=Eam702_003533;	16325
ID=Eam702_003536;	13363
ID=Eam702_003540;	6926
ID=Eam702_003543;	4511
ID=Eam702_003545;	3747
ID=Eam702_003547;	0
ID=Eam702_003552;	0
ID=Eam702_003562;	10060
ID=Eam702_003567;	13034
ID=Eam702_003572;	16692
ID=Eam702_003574;	19218
ID=Eam702_003583;	26007
ID=Eam702_003586;	28629
ID=Eam702_003589;	31947
ID=Eam702_003592;	34710
ID=Eam702_003598;	39174
ID=Eam702_003602;	41604
ID=Eam702_003604;	43101
ID=Eam702_003612;	49097
ID=Eam702_003617;	52323
ID=Eam702_003620;	54195
ID=Eam702_003623;	56079
ID=Eam702_003625;	57731
ID=Eam702_003630;	61666
ID=Eam702_003634;	63428
ID=Eam702_003638;	64676
ID=Eam702_003643;	67433
ID=Eam702_003648;	65570
ID=Eam702_003660;	58323
ID=Eam702_003663;	54605
ID=Eam702_003674;	43143
ID=Eam702_003681;	39824
ID=Eam702_003692;	35172
ID=Eam702_003699;	32701
ID=Eam702_003703;	28599
ID=Eam702_003716;	22463
ID=Eam702_003719;	17388
ID=Eam702_003733;	14565
ID=Eam702_003735;	13488
ID=Eam702_003737;	11481
ID=Eam702_003741;	8860
ID=Eam702_003746;	6404
ID=Eam702_003751;	4293
ID=Eam702_003753;	2857
ID=Eam702_003756;	0
ID=Eam702_003763;	0
ID=Eam702_003768;	0
ID=Eam702_003892;	0
ID=Eam702_003972;	10562
ID=Eam702_003975;	14127
ID=Eam702_003976;	16777
ID=Eam702_003979;	18068
ID=Eam702_003981;	19900
ID=Eam702_003984;	23189
ID=Eam702_003986;	25304
ID=Eam702_003989;	26349
ID=Eam702_003990;	27570
ID=Eam702_003993;	30443
ID=Eam702_003995;	34945
ID=Eam702_003997;	36585
ID=Eam702_003999;	38436
ID=Eam702_004008;	44109
ID=Eam702_004011;	47725
ID=Eam702_004014;	49440
ID=Eam702_004020;	54067
ID=Eam702_004024;	56219
ID=Eam702_004027;	57847
ID=Eam702_004030;	59201
ID=Eam702_004035;	62257
ID=Eam702_004048;	68810
ID=Eam702_004054;	71587
ID=Eam702_004063;	75804
ID=Eam702_004064;	76701
ID=Eam702_004074;	81542
ID=Eam702_004076;	83449
ID=Eam702_004082;	86719
ID=Eam702_004095;	94431
ID=Eam702_004103;	98165
ID=Eam702_004113;	102634
ID=Eam702_004115;	105028
ID=Eam702_004127;	111427
ID=Eam702_004131;	114294
ID=Eam702_004140;	122595
ID=Eam702_004144;	127066
ID=Eam702_004145;	130581
ID=Eam702_004151;	135196
ID=Eam702_004157;	133097
ID=Eam702_004162;	128414
ID=Eam702_004165;	124472
ID=Eam702_004168;	120542
ID=Eam702_004171;	115476
ID=Eam702_004175;	113155
ID=Eam702_004178;	111283
ID=Eam702_004180;	110095
ID=Eam702_004182;	108575
ID=Eam702_004184;	105801
ID=Eam702_004185;	103298
ID=Eam702_004188;	100385
ID=Eam702_004193;	97705
ID=Eam702_004197;	96204
ID=Eam702_004201;	94381
ID=Eam702_004202;	93426
ID=Eam702_004205;	87548
ID=Eam702_004208;	86449
ID=Eam702_004209;	84716
ID=Eam702_004211;	82619
ID=Eam702_004212;	79525
ID=Eam702_004217;	77733
ID=Eam702_004219;	73980
ID=Eam702_004223;	73083
ID=Eam702_004227;	70297
ID=Eam702_004232;	67610
ID=Eam702_004234;	65267
ID=Eam702_004239;	61851
ID=Eam702_004245;	59423
ID=Eam702_004247;	54130
ID=Eam702_004253;	51480
ID=Eam702_004257;	46348
ID=Eam702_004261;	43251
ID=Eam702_004262;	41963
ID=Eam702_004266;	36387
ID=Eam702_004270;	31955
ID=Eam702_004275;	28338
ID=Eam702_004277;	26416
ID=Eam702_004281;	23514
ID=Eam702_004287;	18239
ID=Eam702_004289;	14863
ID=Eam702_004292;	13502
ID=Eam702_004294;	8049
ID=Eam702_004298;	6018
ID=Eam702_004300;	5057
ID=Eam702_004301;	1922
ID=Eam702_004304;	681
ID=Eam702_004307;	0
ID=Eam702_004350;	6852
ID=Eam702_004351;	8328
ID=Eam702_004353;	9729
ID=Eam702_004356;	11597
ID=Eam702_004361;	14416
ID=Eam702_004364;	17084
ID=Eam702_004368;	18027
ID=Eam702_004369;	16817
ID=Eam702_004371;	15768
ID=Eam702_004373;	12779
ID=Eam702_004377;	6794
ID=Eam702_004385;	3703
ID=Eam702_004388;	1537
ID=Eam702_004394;	0
ID=Eam702_004399;	0
ID=Eam702_004416;	0
ID=Eam702_004430;	0
ID=Eam702_004435;	0
ID=Eam702_004437;	0
ID=Eam702_004453;	0
ID=Eam702_004456;	0
ID=Eam702_004457;	0
ID=Eam702_004459;	0
ID=Eam702_004521;	0
ID=Eam702_004524;	0
ID=Eam702_004602;	0
ID=Eam702_004603;	0
ID=Eam702_004604;	0
ID=Eam702_004675;	8276
ID=Eam702_004679;	10923
ID=Eam702_004680;	12708
ID=Eam702_004684;	16086
ID=Eam702_004687;	19362
ID=Eam702_004691;	24485
ID=Eam702_004693;	25802
ID=Eam702_004694;	26961
ID=Eam702_004701;	33101
ID=Eam702_004704;	36528
ID=Eam702_004706;	38595
ID=Eam702_004709;	39868
ID=Eam702_004713;	42653
ID=Eam702_004716;	47072
ID=Eam702_004717;	47830
ID=Eam702_004720;	50931
ID=Eam702_004722;	51810
ID=Eam702_004723;	54185
ID=Eam702_004726;	55779
ID=Eam702_004729;	59587
ID=Eam702_004734;	63402
ID=Eam702_004736;	64608
ID=Eam702_004737;	66275
ID=Eam702_004739;	67538
ID=Eam702_004742;	68920
ID=Eam702_004747;	73431
ID=Eam702_004756;	80660
ID=Eam702_004762;	84656
ID=Eam702_004766;	86941
ID=Eam702_004768;	83882
ID=Eam702_004771;	81331
ID=Eam702_004776;	77515
ID=Eam702_004779;	74641
ID=Eam702_004782;	70819
ID=Eam702_004787;	64296
ID=Eam702_004791;	61189
ID=Eam702_004794;	60491
ID=Eam702_004799;	55162
ID=Eam702_004802;	53414
ID=Eam702_004804;	51010
ID=Eam702_004806;	49295
ID=Eam702_004810;	38638
ID=Eam702_004815;	35398
ID=Eam702_004817;	33914
ID=Eam702_004821;	32257
ID=Eam702_004822;	29645
ID=Eam702_004824;	28235
ID=Eam702_004826;	25392
ID=Eam702_004831;	21585
ID=Eam702_004843;	15773
ID=Eam702_004847;	14469
ID=Eam702_004851;	10817
ID=Eam702_004861;	5057
ID=Eam702_004864;	2961
ID=Eam702_004868;	0
ID=Eam702_004871;	0
ID=Eam702_004875;	0
ID=Eam702_004891;	7925
ID=Eam702_004897;	12121
ID=Eam702_004899;	14301
ID=Eam702_004908;	20053
ID=Eam702_004910;	22037
ID=Eam702_004915;	23937
ID=Eam702_004919;	27168
ID=Eam702_004923;	29819
ID=Eam702_004927;	31211
ID=Eam702_004928;	32306
ID=Eam702_004931;	33639
ID=Eam702_004934;	34768
ID=Eam702_004935;	36235
ID=Eam702_004939;	38902
ID=Eam702_004952;	44363
ID=Eam702_004955;	46412
ID=Eam702_004958;	47661
ID=Eam702_004966;	51606
ID=Eam702_004969;	53084
ID=Eam702_004973;	55261
ID=Eam702_004976;	57556
ID=Eam702_004981;	59542
ID=Eam702_004985;	62332
ID=Eam702_004993;	61824
ID=Eam702_004999;	58732
ID=Eam702_005005;	54588
ID=Eam702_005008;	52285
ID=Eam702_005012;	49724
ID=Eam702_005016;	46914
ID=Eam702_005020;	44252
ID=Eam702_005025;	42545
ID=Eam702_005026;	41374
ID=Eam702_005030;	37448
ID=Eam702_005037;	35578
ID=Eam702_005039;	33768
ID=Eam702_005045;	29804
ID=Eam702_005046;	25704
ID=Eam702_005061;	19105
ID=Eam702_005071;	12613
ID=Eam702_005074;	8375
ID=Eam702_005079;	3930
ID=Eam702_005086;	941
ID=Eam702_005099;	0
ID=Eam702_005146;	0
ID=Eam702_005148;	0
ID=Eam702_005149;	0
ID=Eam702_005172;	0
ID=Eam702_005175;	0
ID=Eam702_005287;	8900
ID=Eam702_005293;	14407
ID=Eam702_005296;	18589
ID=Eam702_005300;	21734
ID=Eam702_005302;	23924
ID=Eam702_005307;	28861
ID=Eam702_005314;	35345
ID=Eam702_005318;	39687
ID=Eam702_005322;	44178
ID=Eam702_005326;	46426
ID=Eam702_005330;	48558
ID=Eam702_005332;	51015
ID=Eam702_005335;	53382
ID=Eam702_005336;	55273
ID=Eam702_005338;	59354
ID=Eam702_005340;	62507
ID=Eam702_005343;	64829
ID=Eam702_005344;	66503
ID=Eam702_005346;	67902
ID=Eam702_005350;	71600
ID=Eam702_005354;	74594
ID=Eam702_005357;	75605
ID=Eam702_005360;	74525
ID=Eam702_005361;	68850
ID=Eam702_005366;	65147
ID=Eam702_005369;	57784
ID=Eam702_005375;	55831
ID=Eam702_005376;	51859
ID=Eam702_005380;	50447
ID=Eam702_005382;	47160
ID=Eam702_005385;	44814
ID=Eam702_005388;	42351
ID=Eam702_005389;	38905
ID=Eam702_005392;	34169
ID=Eam702_005393;	32923
ID=Eam702_005394;	31563
ID=Eam702_005396;	26559
ID=Eam702_005398;	23801
ID=Eam702_005400;	21372
ID=Eam702_005401;	18202
ID=Eam702_005403;	16901
ID=Eam702_005405;	14547
ID=Eam702_005408;	11331
ID=Eam702_005412;	3955
ID=Eam702_005414;	1057
ID=Eam702_005416;	0
ID=Eam702_005419;	0
ID=Eam702_005422;	0
ID=Eam702_005429;	9563
ID=Eam702_005431;	12852
ID=Eam702_005434;	15417
ID=Eam702_005435;	17551
ID=Eam702_005439;	24639
ID=Eam702_005447;	30428
ID=Eam702_005449;	33934
ID=Eam702_005455;	40548
ID=Eam702_005456;	42242
ID=Eam702_005460;	41982
ID=Eam702_005466;	37843
ID=Eam702_005471;	37066
ID=Eam702_005473;	34902
ID=Eam702_005476;	33104
ID=Eam702_005481;	29513
ID=Eam702_005486;	26293
ID=Eam702_005491;	24931
ID=Eam702_005499;	18104
ID=Eam702_005508;	13495
ID=Eam702_005515;	11305
ID=Eam702_005522;	6921
ID=Eam702_005531;	3867
ID=Eam702_005534;	1332
ID=Eam702_005537;	0
ID=Eam702_005540;	0
ID=Eam702_005541;	0
ID=Eam702_005543;	0
ID=Eam702_005592;	9464
ID=Eam702_005596;	14101
ID=Eam702_005604;	16788
ID=Eam702_005615;	23370
ID=Eam702_005618;	26112
ID=Eam702_005623;	28306
ID=Eam702_005628;	31681
ID=Eam702_005639;	38997
ID=Eam702_005643;	40971
ID=Eam702_005648;	39729
ID=Eam702_005654;	37753
ID=Eam702_005659;	34806
ID=Eam702_005662;	33590
ID=Eam702_005664;	32291
ID=Eam702_005669;	28615
ID=Eam702_005673;	27333
ID=Eam702_005674;	25904
ID=Eam702_005679;	24305
ID=Eam702_005682;	20416
ID=Eam702_005685;	15270
ID=Eam702_005689;	12909
ID=Eam702_005691;	10042
ID=Eam702_005694;	5576
ID=Eam702_005697;	3751
ID=Eam702_005700;	2180
ID=Eam702_005703;	0
ID=Eam702_005728;	0
ID=Eam702_005748;	11886
ID=Eam702_005750;	13831
ID=Eam702_005752;	16029
ID=Eam702_005754;	19824
ID=Eam702_005756;	21123
ID=Eam702_005757;	22821
ID=Eam702_005759;	25518
ID=Eam702_005762;	30887
ID=Eam702_005768;	46596
ID=Eam702_005770;	48992
ID=Eam702_005772;	51759
ID=Eam702_005775;	54598
ID=Eam702_005779;	57714
ID=Eam702_005781;	61414
ID=Eam702_005782;	63737
ID=Eam702_005785;	67082
ID=Eam702_005787;	69358
ID=Eam702_005789;	72766
ID=Eam702_005792;	80280
ID=Eam702_005794;	82289
ID=Eam702_005795;	83353
ID=Eam702_005797;	86166
ID=Eam702_005798;	86356
ID=Eam702_005801;	84025
ID=Eam702_005805;	78038
ID=Eam702_005810;	74450
ID=Eam702_005814;	69917
ID=Eam702_005819;	65728
ID=Eam702_005826;	63370
ID=Eam702_005828;	61568
ID=Eam702_005830;	60083
ID=Eam702_005832;	57668
ID=Eam702_005835;	55079
ID=Eam702_005836;	50358
ID=Eam702_005838;	48945
ID=Eam702_005839;	47629
ID=Eam702_005842;	44002
ID=Eam702_005845;	39629
ID=Eam702_005848;	38192
ID=Eam702_005852;	33616
ID=Eam702_005857;	30589
ID=Eam702_005860;	24797
ID=Eam702_005864;	23258
ID=Eam702_005867;	21544
ID=Eam702_005870;	19690
ID=Eam702_005872;	17814
ID=Eam702_005874;	16380
ID=Eam702_005877;	8641
ID=Eam702_005887;	5956
ID=Eam702_005891;	2448
ID=Eam702_005894;	0
ID=Eam702_005900;	0
ID=Eam702_005904;	0
ID=Eam702_005906;	0
ID=Eam702_005990;	1897
ID=Eam702_005997;	300
ID=Eam702_006000;	2209
ID=Eam702_006003;	4610
ID=Eam702_006007;	6642
ID=Eam702_006010;	10256
ID=Eam702_006011;	14248
ID=Eam702_006012;	20886
ID=Eam702_006013;	23794
ID=Eam702_006014;	25378
ID=Eam702_006016;	27367
ID=Eam702_006019;	31316
ID=Eam702_006022;	33486
ID=Eam702_006024;	36802
ID=Eam702_006026;	37953
ID=Eam702_006027;	36247
ID=Eam702_006030;	33073
ID=Eam702_006033;	27601
ID=Eam702_006036;	23856
ID=Eam702_006038;	22128
ID=Eam702_006039;	19054
ID=Eam702_006041;	16328
ID=Eam702_006043;	14394
ID=Eam702_006046;	13214
ID=Eam702_006048;	7877
ID=Eam702_006051;	3656
ID=Eam702_006055;	541
ID=Eam702_006057;	0
ID=Eam702_006059;	0
ID=Eam702_006062;	0
ID=Eam702_006064;	0
ID=Eam702_006111;	10207
ID=Eam702_006114;	11509
ID=Eam702_006118;	13769
ID=Eam702_006125;	18327
ID=Eam702_006128;	19886
ID=Eam702_006139;	27796
ID=Eam702_006146;	31210
ID=Eam702_006154;	37908
ID=Eam702_006157;	40247
ID=Eam702_006161;	43430
ID=Eam702_006162;	44681
ID=Eam702_006167;	46825
ID=Eam702_006174;	52357
ID=Eam702_006176;	53872
ID=Eam702_006184;	59433
ID=Eam702_006187;	60949
ID=Eam702_006189;	62761
ID=Eam702_006195;	68296
ID=Eam702_006203;	76549
ID=Eam702_006207;	79572
ID=Eam702_006209;	82253
ID=Eam702_006216;	86250
ID=Eam702_006224;	90884
ID=Eam702_006227;	94266
ID=Eam702_006231;	96013
ID=Eam702_006236;	103264
ID=Eam702_006242;	106765
ID=Eam702_006245;	108949
ID=Eam702_006252;	112427
ID=Eam702_006256;	114654
ID=Eam702_006258;	116742
ID=Eam702_006262;	121928
ID=Eam702_006265;	124162
ID=Eam702_006267;	125141
ID=Eam702_006268;	126321
ID=Eam702_006271;	128409
ID=Eam702_006275;	133268
ID=Eam702_006277;	134670
ID=Eam702_006279;	136951
ID=Eam702_006283;	139055
ID=Eam702_006284;	140996
ID=Eam702_006287;	142992
ID=Eam702_006289;	146041
ID=Eam702_006291;	147718
ID=Eam702_006294;	150534
ID=Eam702_006299;	154757
ID=Eam702_006300;	158141
ID=Eam702_006311;	150374
ID=Eam702_006315;	148619
ID=Eam702_006319;	146108
ID=Eam702_006324;	143683
ID=Eam702_006327;	139522
ID=Eam702_006330;	136553
ID=Eam702_006331;	134589
ID=Eam702_006333;	131825
ID=Eam702_006336;	129195
ID=Eam702_006340;	123853
ID=Eam702_006342;	117242
ID=Eam702_006344;	111873
ID=Eam702_006345;	108484
ID=Eam702_006350;	103300
ID=Eam702_006353;	98777
ID=Eam702_006357;	95884
ID=Eam702_006360;	93668
ID=Eam702_006365;	89874
ID=Eam702_006371;	85167
ID=Eam702_006374;	76916
ID=Eam702_006385;	71154
ID=Eam702_006390;	68824
ID=Eam702_006395;	66393
ID=Eam702_006398;	65339
ID=Eam702_006400;	63237
ID=Eam702_006402;	60489
ID=Eam702_006405;	49956
ID=Eam702_006413;	48466
ID=Eam702_006414;	47031
ID=Eam702_006418;	40956
ID=Eam702_006422;	37541
ID=Eam702_006424;	31758
ID=Eam702_006425;	28197
ID=Eam702_006427;	23425
ID=Eam702_006429;	19223
ID=Eam702_006431;	18102
ID=Eam702_006432;	15399
ID=Eam702_006434;	14149
ID=Eam702_006436;	11876
ID=Eam702_006438;	10140
ID=Eam702_006440;	7870
ID=Eam702_006443;	2029
ID=Eam702_006446;	0
ID=Eam702_006447;	0
ID=Eam702_006449;	0
ID=Eam702_006450;	0
ID=Eam702_006452;	0
ID=Eam702_006453;	0
ID=Eam702_006454;	0
ID=Eam702_006465;	11908
ID=Eam702_006467;	13132
ID=Eam702_006469;	14630
ID=Eam702_006471;	16355
ID=Eam702_006474;	21503
ID=Eam702_006476;	23019
ID=Eam702_006477;	24390
ID=Eam702_006478;	25906
ID=Eam702_006479;	27340
ID=Eam702_006481;	28844
ID=Eam702_006482;	30926
ID=Eam702_006483;	32233
ID=Eam702_006485;	34189
ID=Eam702_006487;	37797
ID=Eam702_006488;	38826
ID=Eam702_006490;	40406
ID=Eam702_006492;	42988
ID=Eam702_006493;	42317
ID=Eam702_006494;	40342
ID=Eam702_006495;	37740
ID=Eam702_006496;	35798
ID=Eam702_006499;	33963
ID=Eam702_006501;	20483
